Time;Load_1;Load_2;Hydro_ROR_1;Hydro_STOR_1;Hydro_ROR_2;Hydro_STOR_2;Wind_1;Wind_2;Solar_1;Solar_2;CCGT.ElectricityPrice;OCGT.ElectricityPrice;Nuclear.ElectricityPrice;Prix_poubelle;Prix_reseau
2768400;81355;54469;6874;0;5156;0;4129;3818;0;0;56.44;96.11;11.5;0;10000
2772000;77773;52325;6599;0;4949;0;3654;3597;0;0;56.44;96.11;11.5;0;10000
2775600;77388;51314;6348;0;4761;0;3166;3377;0;0;56.44;96.11;11.5;0;10000
2779200;74646;50848;6046;0;4534;0;2713;3416;0;0;56.44;96.11;11.5;0;10000
2782800;72886;51518;5948;0;4461;0;2372;3513;0;0;56.44;96.11;11.5;0;10000
2786400;74763;54199;5974;0;4480;0;2017;3583;0;0;56.44;96.11;11.5;0;10000
2790000;80804;61832;6168;0;4626;0;1700;3621;0;0;56.44;96.11;11.5;0;10000
2793600;89550;71690;6549;0;4912;0;1431;3645;0;0;56.44;96.11;11.5;0;10000
2797200;93710;78535;6935;0;5201;0;1180;3454;54;186;56.44;96.11;11.5;0;10000
2800800;94191;81046;7350;0;5513;0;998;3267;1063;1138;56.44;96.11;11.5;0;10000
2804400;93989;82310;7470;0;5602;0;832;3289;2956;1695;56.44;96.11;11.5;0;10000
2808000;92987;82726;7516;0;5637;0;714;3316;4545;2336;56.44;96.11;11.5;0;10000
2811600;92293;81418;7289;0;5467;0;732;3521;5395;2827;56.44;96.11;11.5;0;10000
2815200;91399;80922;7154;0;5365;0;796;3700;5416;2833;56.44;96.11;11.5;0;10000
2818800;89785;80377;6957;0;5218;0;793;3793;4762;2407;56.44;96.11;11.5;0;10000
2822400;87129;79734;6601;0;4951;0;651;3638;3733;1821;56.44;96.11;11.5;0;10000
2826000;85965;79287;6524;0;4893;0;492;3431;2301;1249;56.44;96.11;11.5;0;10000
2829600;86773;81799;6756;0;5067;0;349;3386;690;809;56.44;96.11;11.5;0;10000
2833200;92703;84487;7150;0;5362;0;296;3319;12;5;56.44;96.11;11.5;0;10000
2836800;97276;83959;7331;0;5498;0;295;3376;0;0;56.44;96.11;11.5;0;10000
2840400;93320;80774;7247;0;5435;0;313;3329;0;0;56.44;96.11;11.5;0;10000
2844000;87956;76656;6858;0;5143;0;347;3412;0;0;56.44;96.11;11.5;0;10000
2847600;84868;71632;6588;0;4941;0;326;3384;0;0;56.44;96.11;11.5;0;10000
2851200;87381;65521;6720;4630;5040;3472;333;3256;0;0;56.44;96.11;11.5;0;10000
2854800;86053;60484;6701;0;5026;0;335;3149;0;0;56.44;96.11;11.5;0;10000
2858400;82021;57915;6375;0;4781;0;384;3083;0;0;56.44;96.11;11.5;0;10000
2862000;81397;56515;6182;0;4636;0;397;3052;0;0;56.44;96.11;11.5;0;10000
2865600;78558;55879;5866;0;4400;0;418;2983;0;0;56.44;96.11;11.5;0;10000
2869200;77067;56025;5808;0;4356;0;411;2997;0;0;56.44;96.11;11.5;0;10000
2872800;78571;58004;5776;0;4332;0;409;3105;0;0;56.44;96.11;11.5;0;10000
2876400;84327;64798;5984;0;4488;0;392;3149;0;0;56.44;96.11;11.5;0;10000
2880000;92203;74029;6633;0;4974;0;380;3128;0;0;56.44;96.11;11.5;0;10000
2883600;95794;80357;7163;0;5372;0;368;3177;19;153;56.44;96.11;11.5;0;10000
2887200;96326;82445;7337;0;5503;0;338;3116;424;1098;56.44;96.11;11.5;0;10000
2890800;96384;83531;7483;0;5612;0;297;3087;1242;2042;56.44;96.11;11.5;0;10000
2894400;95952;83780;7558;0;5668;0;266;3125;2176;3048;56.44;96.11;11.5;0;10000
2898000;95662;81775;7567;0;5675;0;400;3170;2972;3510;56.44;96.11;11.5;0;10000
2901600;94508;80734;7414;0;5561;0;575;3212;3310;3606;56.44;96.11;11.5;0;10000
2905200;92810;80003;7261;0;5446;0;710;3245;3162;3251;56.44;96.11;11.5;0;10000
2908800;90240;79664;6925;0;5193;0;866;3244;2607;2604;56.44;96.11;11.5;0;10000
2912400;89201;79582;6784;0;5088;0;1053;3106;1679;1678;56.44;96.11;11.5;0;10000
2916000;89949;82278;6963;0;5222;0;1235;3128;559;744;56.44;96.11;11.5;0;10000
2919600;95347;85106;7359;0;5519;0;1486;3144;24;5;56.44;96.11;11.5;0;10000
2923200;99937;84227;7671;0;5753;0;1899;3062;1;0;56.44;96.11;11.5;0;10000
2926800;95550;81022;7528;0;5646;0;2248;2975;0;0;56.44;96.11;11.5;0;10000
2930400;90143;76955;7135;0;5351;0;2446;3066;0;0;56.44;96.11;11.5;0;10000
2934000;87006;71833;6900;0;5175;0;2596;3076;0;0;56.44;96.11;11.5;0;10000
2937600;89022;65857;6910;4685;5182;3513;2736;3030;0;0;56.44;96.11;11.5;0;10000
2941200;87673;60849;6744;0;5058;0;2918;2923;0;0;56.44;96.11;11.5;0;10000
2944800;84434;58224;6350;0;4763;0;3134;2810;0;0;56.44;96.11;11.5;0;10000
2948400;84138;56676;6275;0;4706;0;3352;2746;0;0;56.44;96.11;11.5;0;10000
2952000;81237;56168;6082;0;4562;0;3452;2800;0;0;56.44;96.11;11.5;0;10000
2955600;79374;56176;5878;0;4409;0;3462;2829;0;0;56.44;96.11;11.5;0;10000
2959200;80898;58248;5824;0;4368;0;3669;2895;0;0;56.44;96.11;11.5;0;10000
2962800;86344;65089;6198;0;4649;0;3765;2959;0;0;56.44;96.11;11.5;0;10000
2966400;93920;74326;6839;0;5129;0;3791;3040;0;2;56.44;96.11;11.5;0;10000
2970000;97720;80526;7170;0;5378;0;3901;2902;8;384;56.44;96.11;11.5;0;10000
2973600;98413;82396;7545;0;5659;0;4004;2856;442;2658;56.44;96.11;11.5;0;10000
2977200;98508;83097;7474;0;5605;0;3839;2854;1613;4152;56.44;96.11;11.5;0;10000
2980800;98391;82987;7569;0;5677;0;3762;2809;2878;5444;56.44;96.11;11.5;0;10000
2984400;98094;81111;7431;0;5573;0;4078;2862;3382;6074;56.44;96.11;11.5;0;10000
2988000;96973;80243;7223;0;5417;0;4645;3103;3552;5956;56.44;96.11;11.5;0;10000
2991600;95139;79723;6909;0;5182;0;5360;3303;3102;5387;56.44;96.11;11.5;0;10000
2995200;92516;79526;6829;0;5122;0;5672;3374;2642;4629;56.44;96.11;11.5;0;10000
2998800;91321;79585;6764;0;5073;0;5604;3491;1585;3366;56.44;96.11;11.5;0;10000
3002400;91513;82439;6723;0;5042;0;5090;3485;536;1966;56.44;96.11;11.5;0;10000
3006000;96876;85233;7291;0;5468;0;4695;3484;25;30;56.44;96.11;11.5;0;10000
3009600;101490;84766;7534;0;5651;0;4605;3472;0;0;56.44;96.11;11.5;0;10000
3013200;97154;81544;7406;0;5554;0;4587;3406;0;0;56.44;96.11;11.5;0;10000
3016800;91789;77422;6965;0;5223;0;4470;3304;0;0;56.44;96.11;11.5;0;10000
3020400;88354;72373;6573;0;4930;0;4167;3234;0;0;56.44;96.11;11.5;0;10000
3024000;90811;66383;6763;5133;5072;3850;3895;3134;0;0;56.44;96.11;11.5;0;10000
3027600;89300;61144;6676;0;5007;0;3937;3070;0;0;56.44;96.11;11.5;0;10000
3031200;86017;58344;6413;0;4809;0;3863;2912;0;0;56.44;96.11;11.5;0;10000
3034800;86003;56879;6445;0;4833;0;4063;2851;0;0;56.44;96.11;11.5;0;10000
3038400;83105;56305;6136;0;4602;0;4249;2786;0;0;56.44;96.11;11.5;0;10000
3042000;81047;56397;6033;0;4525;0;4081;2777;0;0;56.44;96.11;11.5;0;10000
3045600;82378;58335;5903;0;4427;0;4188;2673;0;0;56.44;96.11;11.5;0;10000
3049200;87878;65079;5935;0;4451;0;4313;2673;0;0;56.44;96.11;11.5;0;10000
3052800;95217;74404;6827;0;5120;0;4465;2722;0;2;56.44;96.11;11.5;0;10000
3056400;98421;80864;7342;0;5506;0;4483;2742;11;353;56.44;96.11;11.5;0;10000
3060000;98771;82992;7527;0;5645;0;4363;2813;668;2639;56.44;96.11;11.5;0;10000
3063600;98699;84000;7550;0;5662;0;4412;2832;2149;4299;56.44;96.11;11.5;0;10000
3067200;98296;83956;7644;0;5733;0;4733;2948;3510;5297;56.44;96.11;11.5;0;10000
3070800;98236;82456;7706;0;5780;0;4956;3081;4265;5787;56.44;96.11;11.5;0;10000
3074400;97331;81959;7626;0;5719;0;5413;3467;4654;5619;56.44;96.11;11.5;0;10000
3078000;95942;81301;7258;0;5443;0;5991;3773;4473;4957;56.44;96.11;11.5;0;10000
3081600;93703;80985;7141;0;5355;0;6628;4099;3509;4211;56.44;96.11;11.5;0;10000
3085200;92915;80945;6932;0;5199;0;7075;4324;2213;3133;56.44;96.11;11.5;0;10000
3088800;93533;83198;6873;0;5155;0;7168;4473;830;1897;56.44;96.11;11.5;0;10000
3092400;98665;85714;7373;0;5530;0;7163;4662;47;56;56.44;96.11;11.5;0;10000
3096000;103006;85142;7625;0;5719;0;7598;4819;1;0;56.44;96.11;11.5;0;10000
3099600;98667;81844;7519;0;5639;0;8203;4864;0;0;56.44;96.11;11.5;0;10000
3103200;93442;77609;7222;0;5416;0;8337;4924;0;0;56.44;96.11;11.5;0;10000
3106800;90389;72692;6907;0;5180;0;8406;4869;0;0;56.44;96.11;11.5;0;10000
3110400;92770;66968;6857;4778;5143;3583;8224;4824;0;0;56.44;96.11;11.5;0;10000
3114000;91405;61774;6914;0;5185;0;8294;4645;0;0;56.44;96.11;11.5;0;10000
3117600;88165;58976;6640;0;4980;0;8499;4627;0;0;56.44;96.11;11.5;0;10000
3121200;88641;57488;6409;0;4807;0;8607;4542;0;0;56.44;96.11;11.5;0;10000
3124800;85456;56761;6154;0;4615;0;8622;4394;0;0;56.44;96.11;11.5;0;10000
3128400;83599;56725;6091;0;4568;0;8646;4334;0;0;56.44;96.11;11.5;0;10000
3132000;84818;58491;6043;0;4532;0;8717;4249;0;0;56.44;96.11;11.5;0;10000
3135600;90293;64933;6162;0;4622;0;8730;4205;0;0;56.44;96.11;11.5;0;10000
3139200;98784;73980;6786;0;5089;0;8771;4210;0;2;56.44;96.11;11.5;0;10000
3142800;102366;80087;7193;0;5395;0;8846;4124;18;380;56.44;96.11;11.5;0;10000
3146400;103360;82518;7339;0;5504;0;8865;4147;472;2429;56.44;96.11;11.5;0;10000
3150000;103465;83156;7458;0;5593;0;9049;4116;1331;4043;56.44;96.11;11.5;0;10000
3153600;103431;82678;7543;0;5657;0;9180;4194;2391;5351;56.44;96.11;11.5;0;10000
3157200;103146;80758;7329;0;5497;0;9180;4209;3228;5938;56.44;96.11;11.5;0;10000
3160800;101844;79508;7324;0;5493;0;9180;4203;3730;5987;56.44;96.11;11.5;0;10000
3164400;99703;78232;7051;0;5288;0;9180;4223;3666;5497;56.44;96.11;11.5;0;10000
3168000;96615;77512;6804;0;5103;0;9180;4279;2971;4326;56.44;96.11;11.5;0;10000
3171600;94955;77427;6723;0;5042;0;9180;4202;1753;2719;56.44;96.11;11.5;0;10000
3175200;95019;80093;6892;0;5169;0;9180;4051;529;1392;56.44;96.11;11.5;0;10000
3178800;99944;83703;7244;0;5433;0;8855;3789;15;25;56.44;96.11;11.5;0;10000
3182400;103729;83183;7551;0;5663;0;8802;3633;0;0;56.44;96.11;11.5;0;10000
3186000;100057;79369;7363;0;5522;0;8721;3422;0;0;56.44;96.11;11.5;0;10000
3189600;95161;75220;7000;0;5250;0;8609;3257;0;0;56.44;96.11;11.5;0;10000
3193200;92421;71064;6610;0;4957;0;8364;3095;0;0;56.44;96.11;11.5;0;10000
3196800;95013;66203;6790;3928;5092;2946;7845;2880;0;0;56.44;96.11;11.5;0;10000
3200400;93030;61306;6716;0;5037;0;7522;2615;0;0;56.44;96.11;11.5;0;10000
3204000;88501;58455;6474;0;4855;0;7267;2426;0;0;56.44;96.11;11.5;0;10000
3207600;87304;56418;6182;0;4636;0;7152;2300;0;0;56.44;96.11;11.5;0;10000
3211200;83940;54991;5978;0;4483;0;7011;2155;0;0;56.44;96.11;11.5;0;10000
3214800;81471;54211;6004;0;4503;0;7015;2145;0;0;56.44;96.11;11.5;0;10000
3218400;81218;53880;5901;0;4426;0;7041;2150;0;0;56.44;96.11;11.5;0;10000
3222000;83098;55235;5964;0;4473;0;6712;2132;0;0;56.44;96.11;11.5;0;10000
3225600;85778;58904;6237;0;4678;0;6505;2183;0;7;56.44;96.11;11.5;0;10000
3229200;88357;63411;6572;0;4929;0;6257;2143;61;483;56.44;96.11;11.5;0;10000
3232800;91495;68351;6852;0;5139;0;5897;2012;1229;2432;56.44;96.11;11.5;0;10000
3236400;92485;71548;7041;0;5281;0;5786;1846;3649;4070;56.44;96.11;11.5;0;10000
3240000;91409;72031;7003;0;5252;0;5764;1926;6049;5256;56.44;96.11;11.5;0;10000
3243600;90965;70872;6844;0;5133;0;5595;2063;7755;6011;56.44;96.11;11.5;0;10000
3247200;89708;69611;6854;0;5140;0;5517;2260;7916;5905;56.44;96.11;11.5;0;10000
3250800;85763;67633;6381;0;4786;0;5554;2584;6946;5027;56.44;96.11;11.5;0;10000
3254400;82192;66872;5840;0;4380;0;5678;2955;5450;3765;56.44;96.11;11.5;0;10000
3258000;80325;66841;5777;0;4332;0;5206;3259;3493;2207;56.44;96.11;11.5;0;10000
3261600;80468;69639;6100;0;4575;0;5160;3421;1233;1130;56.44;96.11;11.5;0;10000
3265200;86133;74206;6531;0;4898;0;5248;3750;59;0;56.44;96.11;11.5;0;10000
3268800;91687;74056;6919;0;5189;0;5626;4007;1;0;56.44;96.11;11.5;0;10000
3272400;89386;70890;6813;0;5110;0;5650;4268;0;0;56.44;96.11;11.5;0;10000
3276000;85693;67433;6464;0;4848;0;5677;4527;0;0;56.44;96.11;11.5;0;10000
3279600;84263;64809;6191;0;4643;0;5494;4756;0;0;56.44;96.11;11.5;0;10000
3283200;87821;60776;6196;3397;4647;2548;5148;4972;0;0;56.44;96.11;11.5;0;10000
3286800;86814;56744;6015;0;4511;0;4768;5061;0;0;56.44;96.11;11.5;0;10000
3290400;83016;53873;5630;0;4222;0;4558;5252;0;0;56.44;96.11;11.5;0;10000
3294000;81840;51778;5412;0;4059;0;4655;5516;0;0;56.44;96.11;11.5;0;10000
3297600;78276;50368;5074;0;3805;0;4620;5666;0;0;56.44;96.11;11.5;0;10000
3301200;75244;49549;5002;0;3751;0;4695;5618;0;0;56.44;96.11;11.5;0;10000
3304800;74254;49142;4844;0;3633;0;4779;5440;0;0;56.44;96.11;11.5;0;10000
3308400;74680;49241;4666;0;3499;0;5070;5247;0;0;56.44;96.11;11.5;0;10000
3312000;75826;50734;4743;0;3557;0;5200;5312;0;3;56.44;96.11;11.5;0;10000
3315600;76890;54012;5168;0;3876;0;5431;5110;89;530;56.44;96.11;11.5;0;10000
3319200;79845;58793;5415;0;4061;0;5668;5180;1407;2386;56.44;96.11;11.5;0;10000
3322800;82335;62485;5493;0;4120;0;5822;5242;3723;3831;56.44;96.11;11.5;0;10000
3326400;83276;64606;5752;0;4314;0;6185;5279;5646;4603;56.44;96.11;11.5;0;10000
3330000;84225;64294;5766;0;4325;0;6792;5253;6628;5353;56.44;96.11;11.5;0;10000
3333600;83429;62485;5597;0;4198;0;6872;5128;6660;5547;56.44;96.11;11.5;0;10000
3337200;79171;60841;5182;0;3886;0;6874;4793;6195;5132;56.44;96.11;11.5;0;10000
3340800;75634;59839;5050;0;3788;0;6425;4555;5059;4358;56.44;96.11;11.5;0;10000
3344400;73623;60066;4937;0;3703;0;5890;4303;3266;2989;56.44;96.11;11.5;0;10000
3348000;73983;63601;5052;0;3789;0;5126;4133;1180;1785;56.44;96.11;11.5;0;10000
3351600;79983;69678;5844;0;4383;0;4603;4308;71;138;56.44;96.11;11.5;0;10000
3355200;86937;71038;6296;0;4722;0;4345;4321;0;0;56.44;96.11;11.5;0;10000
3358800;86424;69373;6370;0;4777;0;4272;4459;0;0;56.44;96.11;11.5;0;10000
3362400;83490;66975;6221;0;4666;0;4167;4655;0;0;56.44;96.11;11.5;0;10000
3366000;81685;64543;5780;0;4335;0;4015;4898;0;0;56.44;96.11;11.5;0;10000
3369600;84633;59895;5754;4352;4315;3264;3706;5039;0;0;56.44;96.11;11.5;0;10000
3373200;83907;55129;5337;0;4002;0;3045;5093;0;0;56.44;96.11;11.5;0;10000
3376800;80707;52867;4853;0;3640;0;2789;5334;0;0;56.44;96.11;11.5;0;10000
3380400;80648;51777;4709;0;3532;0;2480;5336;0;0;56.44;96.11;11.5;0;10000
3384000;78134;51336;4532;0;3399;0;2282;5339;0;0;56.44;96.11;11.5;0;10000
3387600;76624;51549;4541;0;3405;0;2107;5335;0;0;56.44;96.11;11.5;0;10000
3391200;78493;54178;4571;0;3428;0;1916;5269;0;0;56.44;96.11;11.5;0;10000
3394800;84447;62108;4916;0;3687;0;1944;5430;0;0;56.44;96.11;11.5;0;10000
3398400;91576;71801;5706;0;4279;0;1850;5522;0;1;56.44;96.11;11.5;0;10000
3402000;94627;78975;6382;0;4787;0;1739;5426;136;418;56.44;96.11;11.5;0;10000
3405600;95060;82033;6746;0;5059;0;1643;5255;2115;1931;56.44;96.11;11.5;0;10000
3409200;94001;83290;6651;0;4988;0;1392;4857;5231;2827;56.44;96.11;11.5;0;10000
3412800;92892;83594;6664;0;4998;0;1093;4991;7353;3342;56.44;96.11;11.5;0;10000
3416400;92273;81856;6566;0;4924;0;830;4938;8471;3514;56.44;96.11;11.5;0;10000
3420000;90913;81242;6278;0;4709;0;711;4780;8753;3515;56.44;96.11;11.5;0;10000
3423600;88651;80001;5959;0;4469;0;680;4560;8316;3416;56.44;96.11;11.5;0;10000
3427200;85314;79058;5817;0;4363;0;757;4285;7060;3119;56.44;96.11;11.5;0;10000
3430800;83473;78498;5742;0;4306;0;772;4086;4861;2536;56.44;96.11;11.5;0;10000
3434400;83326;80671;5979;0;4484;0;842;3868;1939;1774;56.44;96.11;11.5;0;10000
3438000;88149;84252;6675;0;5006;0;1029;3590;113;138;56.44;96.11;11.5;0;10000
3441600;94388;84167;6980;0;5235;0;1125;3392;0;0;56.44;96.11;11.5;0;10000
3445200;90854;80485;6726;0;5044;0;1207;3165;0;0;56.44;96.11;11.5;0;10000
3448800;86004;76156;6340;0;4755;0;1278;3016;0;0;56.44;96.11;11.5;0;10000
3452400;83019;70924;5989;0;4492;0;1304;2835;0;0;56.44;96.11;11.5;0;10000
3456000;85910;64917;5900;4479;4425;3359;1350;2696;0;0;56.44;96.11;11.5;0;10000
3459600;84522;59860;5561;0;4170;0;1360;2526;0;0;56.44;96.11;11.5;0;10000
3463200;81588;57157;5212;0;3909;0;1384;2412;0;0;56.44;96.11;11.5;0;10000
3466800;81811;55699;5131;0;3848;0;1374;2364;0;0;56.44;96.11;11.5;0;10000
3470400;78853;55140;5061;0;3796;0;1402;2278;0;0;56.44;96.11;11.5;0;10000
3474000;76772;55412;5000;0;3750;0;1364;2152;0;0;56.44;96.11;11.5;0;10000
3477600;78152;57359;5056;0;3792;0;1381;2080;0;0;56.44;96.11;11.5;0;10000
3481200;83663;64821;5304;0;3978;0;1446;2002;0;0;56.44;96.11;11.5;0;10000
3484800;90589;73889;5744;0;4308;0;1496;1921;0;4;56.44;96.11;11.5;0;10000
3488400;93156;80430;6224;0;4668;0;1568;1812;148;519;56.44;96.11;11.5;0;10000
3492000;94010;82900;6511;0;4883;0;1530;1756;1928;2119;56.44;96.11;11.5;0;10000
3495600;93735;83888;6491;0;4868;0;1407;1734;4503;3369;56.44;96.11;11.5;0;10000
3499200;93230;84013;6427;0;4820;0;1395;1668;6416;4260;56.44;96.11;11.5;0;10000
3502800;92681;82433;6344;0;4758;0;1344;1679;7672;4661;56.44;96.11;11.5;0;10000
3506400;91030;81935;6031;0;4523;0;1510;1593;8123;4717;56.44;96.11;11.5;0;10000
3510000;88670;81161;5569;0;4177;0;1841;1523;7949;4503;56.44;96.11;11.5;0;10000
3513600;85117;80355;5406;0;4055;0;2077;1425;6873;3918;56.44;96.11;11.5;0;10000
3517200;83398;79585;5528;0;4146;0;2192;1294;4841;3198;56.44;96.11;11.5;0;10000
3520800;83177;81167;5820;0;4365;0;2258;1180;1995;2102;56.44;96.11;11.5;0;10000
3524400;87947;84492;6454;0;4840;0;2381;1160;129;107;56.44;96.11;11.5;0;10000
3528000;94097;84090;6955;0;5216;0;2686;1150;0;0;56.44;96.11;11.5;0;10000
3531600;90530;80754;6806;0;5105;0;2852;1157;0;0;56.44;96.11;11.5;0;10000
3535200;85428;76438;6225;0;4669;0;2959;1213;0;0;56.44;96.11;11.5;0;10000
3538800;82481;71384;5846;0;4385;0;2843;1301;0;0;56.44;96.11;11.5;0;10000
3542400;85118;65317;5696;4274;4272;3205;2803;1323;0;0;56.44;96.11;11.5;0;10000
3546000;84069;59931;5465;0;4099;0;2895;1296;0;0;56.44;96.11;11.5;0;10000
3549600;81388;57055;5198;0;3898;0;2807;1228;0;0;56.44;96.11;11.5;0;10000
3553200;81465;55648;4938;0;3704;0;2718;1185;0;0;56.44;96.11;11.5;0;10000
3556800;78830;55154;4739;0;3554;0;2635;1124;0;0;56.44;96.11;11.5;0;10000
3560400;76956;55362;4618;0;3463;0;2403;1008;0;0;56.44;96.11;11.5;0;10000
3564000;78473;57354;4755;0;3566;0;2224;950;0;0;56.44;96.11;11.5;0;10000
3567600;83828;64333;5111;0;3833;0;2019;876;0;0;56.44;96.11;11.5;0;10000
3571200;90600;73461;5790;0;4342;0;1993;838;0;6;56.44;96.11;11.5;0;10000
3574800;93394;80071;6431;0;4823;0;2014;826;166;535;56.44;96.11;11.5;0;10000
3578400;94019;82344;6766;0;5075;0;1932;808;2293;2552;56.44;96.11;11.5;0;10000
3582000;92977;83588;6559;0;4919;0;1546;828;5510;3757;56.44;96.11;11.5;0;10000
3585600;91151;83725;6493;0;4870;0;1171;889;7840;4241;56.44;96.11;11.5;0;10000
3589200;89499;82100;6311;0;4733;0;937;869;9084;4494;56.44;96.11;11.5;0;10000
3592800;87217;81206;5963;0;4472;0;830;814;9342;4865;56.44;96.11;11.5;0;10000
3596400;84124;80205;5385;0;4039;0;702;801;8610;4843;56.44;96.11;11.5;0;10000
3600000;80453;79334;5056;0;3792;0;600;779;7003;4262;56.44;96.11;11.5;0;10000
3603600;78228;78784;5094;0;3820;0;552;787;4871;3265;56.44;96.11;11.5;0;10000
3607200;77932;80775;5502;0;4126;0;534;785;1847;2051;56.44;96.11;11.5;0;10000
3610800;83175;84577;6134;0;4601;0;662;804;112;25;56.44;96.11;11.5;0;10000
3614400;90557;84186;6840;0;5130;0;882;882;0;0;56.44;96.11;11.5;0;10000
3618000;87648;80649;6784;0;5088;0;1039;874;0;0;56.44;96.11;11.5;0;10000
3621600;83020;76363;6260;0;4695;0;1134;840;0;0;56.44;96.11;11.5;0;10000
3625200;80666;71570;5962;0;4471;0;1183;800;0;0;56.44;96.11;11.5;0;10000
3628800;83640;65582;5804;3586;4353;2690;1128;761;0;0;56.44;96.11;11.5;0;10000
3632400;82677;60425;5318;0;3988;0;966;696;0;0;56.44;96.11;11.5;0;10000
3636000;79901;57720;4847;0;3635;0;924;628;0;0;56.44;96.11;11.5;0;10000
3639600;80484;56280;4589;0;3442;0;873;628;0;0;56.44;96.11;11.5;0;10000
3643200;77520;55688;4359;0;3269;0;796;599;0;0;56.44;96.11;11.5;0;10000
3646800;75696;55750;4186;0;3139;0;774;520;0;0;56.44;96.11;11.5;0;10000
3650400;77113;57634;4354;0;3266;0;776;474;0;0;56.44;96.11;11.5;0;10000
3654000;82550;64339;4918;0;3688;0;722;477;0;0;56.44;96.11;11.5;0;10000
3657600;89407;73246;5725;0;4294;0;712;500;0;9;56.44;96.11;11.5;0;10000
3661200;92100;79711;6369;0;4777;0;781;540;165;446;56.44;96.11;11.5;0;10000
3664800;92680;81545;6726;0;5044;0;810;551;1694;2562;56.44;96.11;11.5;0;10000
3668400;92029;82372;6906;0;5179;0;760;526;3955;4282;56.44;96.11;11.5;0;10000
3672000;90865;82297;6660;0;4995;0;614;537;5842;5393;56.44;96.11;11.5;0;10000
3675600;89441;80693;6317;0;4738;0;477;555;7053;5758;56.44;96.11;11.5;0;10000
3679200;87347;79946;5784;0;4338;0;451;560;7526;5924;56.44;96.11;11.5;0;10000
3682800;84550;78981;5329;0;3996;0;460;580;7044;5660;56.44;96.11;11.5;0;10000
3686400;80985;78489;5124;0;3843;0;438;637;5617;4677;56.44;96.11;11.5;0;10000
3690000;79140;77948;5171;0;3878;0;442;728;3713;3277;56.44;96.11;11.5;0;10000
3693600;79105;79784;5709;0;4282;0;494;799;1431;1812;56.44;96.11;11.5;0;10000
3697200;84037;83359;6540;0;4905;0;684;994;118;117;56.44;96.11;11.5;0;10000
3700800;90406;83251;7158;0;5368;0;873;1238;0;0;56.44;96.11;11.5;0;10000
3704400;87186;79852;6804;0;5103;0;1129;1415;0;0;56.44;96.11;11.5;0;10000
3708000;82242;75619;6125;0;4594;0;1406;1566;0;0;56.44;96.11;11.5;0;10000
3711600;79292;70892;5747;0;4310;0;1683;1707;0;0;56.44;96.11;11.5;0;10000
3715200;82132;65128;5679;3518;4259;2638;2003;1821;0;0;56.44;96.11;11.5;0;10000
3718800;80956;60551;5485;0;4114;0;2169;1986;0;0;56.44;96.11;11.5;0;10000
3722400;77715;57317;5256;0;3942;0;2522;2152;0;0;56.44;96.11;11.5;0;10000
3726000;77950;55530;4891;0;3668;0;2829;2267;0;0;56.44;96.11;11.5;0;10000
3729600;74740;54813;4443;0;3332;0;3151;2448;0;0;56.44;96.11;11.5;0;10000
3733200;72789;54852;4355;0;3266;0;3658;2687;0;0;56.44;96.11;11.5;0;10000
3736800;74018;56622;4542;0;3406;0;4084;2935;0;0;56.44;96.11;11.5;0;10000
3740400;79134;62931;4911;0;3683;0;4451;3127;0;0;56.44;96.11;11.5;0;10000
3744000;86342;71598;5745;0;4309;0;4931;3381;0;14;56.44;96.11;11.5;0;10000
3747600;89316;77860;6460;0;4845;0;5581;3424;96;565;56.44;96.11;11.5;0;10000
3751200;90158;80114;6996;0;5247;0;5839;3477;1461;2620;56.44;96.11;11.5;0;10000
3754800;89369;80846;6969;0;5227;0;5766;3416;3697;4359;56.44;96.11;11.5;0;10000
3758400;88172;80570;6669;0;5002;0;5667;3344;5832;5643;56.44;96.11;11.5;0;10000
3762000;86953;79002;6292;0;4719;0;5988;3493;6871;6143;56.44;96.11;11.5;0;10000
3765600;85565;77796;5828;0;4371;0;6503;3481;6657;6048;56.44;96.11;11.5;0;10000
3769200;83021;76424;5267;0;3950;0;7057;3413;5544;5518;56.44;96.11;11.5;0;10000
3772800;80082;75434;5050;0;3787;0;7345;3568;3945;4317;56.44;96.11;11.5;0;10000
3776400;78356;75069;4989;0;3742;0;7389;3672;2306;2781;56.44;96.11;11.5;0;10000
3780000;78262;77022;5257;0;3942;0;7269;3715;811;1430;56.44;96.11;11.5;0;10000
3783600;82279;80782;6004;0;4503;0;7453;3856;45;25;56.44;96.11;11.5;0;10000
3787200;86751;80643;6697;0;5023;0;7833;3992;0;0;56.44;96.11;11.5;0;10000
3790800;83416;76929;6463;0;4847;0;8049;4078;0;0;56.44;96.11;11.5;0;10000
3794400;78997;72761;5926;0;4444;0;7734;4127;0;0;56.44;96.11;11.5;0;10000
3798000;76240;68596;5508;0;4131;0;7261;4070;0;0;56.44;96.11;11.5;0;10000
3801600;78820;63831;5577;2911;4183;2183;7019;3990;0;0;56.44;96.11;11.5;0;10000
3805200;77057;59132;5464;0;4098;0;6724;3857;0;0;56.44;96.11;11.5;0;10000
3808800;72524;56199;4927;0;3695;0;6493;3819;0;0;56.44;96.11;11.5;0;10000
3812400;71088;54145;4580;0;3435;0;6317;3697;0;0;56.44;96.11;11.5;0;10000
3816000;67593;52790;4246;0;3184;0;6018;3643;0;0;56.44;96.11;11.5;0;10000
